"20140916-155758","unknown","127.0.0.1:8086","appserver","192.168.105.1","GET","/wordpress/wp-register.php?user_login=%3Cscript%3Ealert(%22hello%22);%3C/script%3E","HTTP/1.1","[3/0]","DENY 403","DETECTION","REQUEST","ThreadfixHandler","protection_rules","threadfix:100003","HIGH","5a5d62d5608bf695","found vulnerability GENERIC_CROSS_SITE_SCRIPTING on argument user_login=<script>alert(""hello"");</script>"
"20140916-155836","unknown","127.0.0.1:8086","appserver","192.168.105.1","POST","/wordpress/wp-register.php","HTTP/1.1","[3/0]","DENY 403","DETECTION","REQUEST","ThreadfixHandler","protection_rules","threadfix:100003","HIGH","866d2458dcc07f4e","found vulnerability GENERIC_CROSS_SITE_SCRIPTING on argument user_login=<script>alert(""h"")</"
